FIPS ,Unnamed: 0,Sort ,State,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,no_mask,max_risk,no_mask_100
13001,387,388,GA,Appling,Baxley,18236,1313.3339999999998,507.08099999999996,13.417,5.180,1326.751,512.261,31.739712,-82.290103,Appling<br>Estimated Maximum of 14 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.085,14,8
13003,388,389,GA,Atkinson,Pearson,8375,878.9939999999999,339.38199999999995,13.343,5.152,892.3380000000001,344.534,31.300562,-82.883614,Atkinson<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.059000000000000004,5,6
13005,389,390,GA,Bacon,Alma,11096,669.7080000000001,258.57599999999996,70.569,27.247,740.2769999999999,285.823,31.563327,-82.38785899999999,Bacon<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.071,5,7
13007,390,391,GA,Baker,Newton,3451,885.63,341.944,18.634,7.195,904.2639999999999,349.139,31.319622,-84.45485699999999,Baker<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.027000000000000003,1,3
13009,391,392,GA,Baldwin,Milledgeville,45720,667.812,257.844,24.779,9.567,692.591,267.411,33.059532,-83.255362,Baldwin<br>Estimated Maximum of 43 People can get Infected 29th August<br><br>Every 100 People 2 person does not use Mask,0.02,43,2
13011,392,393,GA,Banks,Homer,18395,601.112,232.09099999999998,4.651,1.796,605.763,233.887,34.351921999999995,-83.498441,Banks<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 14 person does not use Mask,0.136,2,14
13013,393,394,GA,Barrow,Winder,69367,415.199,160.309,6.818,2.632,422.01599999999996,162.941,33.992009,-83.712303,Barrow<br>Estimated Maximum of 28 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.063,28,6
13015,394,395,GA,Bartow,Cartersville,100157,1190.214,459.54400000000004,27.374,10.569,1217.588,470.11300000000006,34.240918,-84.838188,Bartow<br>Estimated Maximum of 18 People can get Infected 29th August<br><br>Every 100 People 22 person does not use Mask,0.215,18,22
13017,395,396,GA,Ben Hill,Fitzgerald,17634,647.809,250.12099999999998,9.807,3.787,657.6160000000001,253.908,31.740776,-83.14719000000001,Ben Hill<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.129,0,13
13019,396,397,GA,Berrien,Nashville,19286,1170.4080000000001,451.897,15.503,5.986,1185.911,457.88300000000004,31.274308,-83.23190600000001,Berrien<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.073,1,7
13021,397,398,GA,Bibb,Macon,155547,646.88,249.762,14.514,5.604,661.3939999999999,255.36599999999999,32.808844,-83.694193,Bibb<br>Estimated Maximum of 17 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.043,17,4
13023,398,399,GA,Bleckley,Cochran,13063,559.1,215.87,8.447,3.262,567.548,219.132,32.435403,-83.331717,Bleckley<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.08900000000000001,5,9
13025,399,400,GA,Brantley,Nahunta,18411,1145.713,442.36199999999997,12.536,4.840,1158.249,447.202,31.197334,-81.982978,Brantley<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.047,2,5
13027,400,401,GA,Brooks,Quitman,16243,1276.982,493.046,12.315,4.755,1289.297,497.801,30.833696000000003,-83.588971,Brooks<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.092,2,9
13029,401,402,GA,Bryan,Pembroke,30233,1129.1480000000001,435.967,47.887,18.489,1177.035,454.45599999999996,32.017969,-81.43854300000001,Bryan<br>Estimated Maximum of 20 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.033,20,3
13031,402,403,GA,Bulloch,Statesboro,70217,1742.568,672.809,40.963,15.816,1783.5320000000002,688.625,32.393408,-81.74381,Bulloch<br>Estimated Maximum of 160 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.053,160,5
13033,403,404,GA,Burke,Waynesboro,23316,2141.8360000000002,826.9680000000001,20.759,8.015,2162.595,834.9830000000001,33.063736999999996,-82.00389,Burke<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.105,4,10
13035,404,405,GA,Butts,Jackson,23655,477.57599999999996,184.393,9.448,3.648,487.024,188.041,33.290355,-83.958221,Butts<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.125,7,12
13037,405,406,GA,Calhoun,Morgan,6694,726.1469999999999,280.367,8.316,3.211,734.4630000000001,283.578,31.521278999999996,-84.62629,Calhoun<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 1 person does not use Mask,0.013000000000000001,2,1
13039,406,407,GA,Camden,Woodbine,50513,1587.7279999999998,613.025,437.293,168.840,2025.021,781.865,30.916358000000002,-81.636516,Camden<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 14 person does not use Mask,0.136,7,14
13043,407,408,GA,Candler,Metter,10998,629.481,243.044,15.058,5.814,644.539,248.858,32.403985999999996,-82.071446,Candler<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.037000000000000005,7,4
13045,408,409,GA,Carroll,Carrollton,110527,1292.6,499.07599999999996,12.328,4.760,1304.928,503.836,33.582237,-85.080527,Carroll<br>Estimated Maximum of 31 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.08900000000000001,31,9
13047,409,410,GA,Catoosa,Ringgold,63942,419.991,162.159,0.780,0.301,420.77099999999996,162.46,34.899392999999996,-85.137353,Catoosa<br>Estimated Maximum of 14 People can get Infected 29th August<br><br>Every 100 People 14 person does not use Mask,0.14300000000000002,14,14
13049,410,411,GA,Charlton,Folkston,12171,2003.5539999999999,773.576,22.786,8.798,2026.34,782.3739999999999,30.779904,-82.13964399999999,Charlton<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.065,5,6
13051,411,412,GA,Chatham,Savannah,265128,1104.4660000000001,426.43699999999995,533.086,205.826,1637.5510000000002,632.263,31.974756,-81.091768,Chatham<br>Estimated Maximum of 83 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.035,83,4
13053,412,413,GA,Chattahoochee,Cusseta,11267,644.224,248.736,6.293,2.430,650.516,251.166,32.347445,-84.788021,Chattahoochee<br>Estimated Maximum of 26 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.061,26,6
13055,413,414,GA,Chattooga,Summerville,26015,811.5419999999999,313.33799999999997,0.571,0.220,812.113,313.558,34.474179,-85.34528900000001,Chattooga<br>Estimated Maximum of 17 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.11599999999999999,17,12
13057,414,415,GA,Cherokee,Canton,214346,1092.13,421.67400000000004,32.975,12.732,1125.104,434.406,34.244316999999995,-84.47505699999999,Cherokee<br>Estimated Maximum of 80 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.049,80,5
13059,415,416,GA,Clarke,Athens,116714,308.728,119.2,4.752,1.835,313.48,121.035,33.952234000000004,-83.36713,Clarke<br>Estimated Maximum of 55 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.054000000000000006,55,5
13061,416,417,GA,Clay,Fort Gaines,3183,506.036,195.38099999999997,56.599,21.853,562.635,217.234,31.619831,-84.992583,Clay<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.027999999999999997,0,3
13063,417,418,GA,Clayton,Jonesboro,259424,366.664,141.57,7.153,2.762,373.81699999999995,144.332,33.552242,-84.412977,Clayton<br>Estimated Maximum of 26 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.038,26,4
13065,418,419,GA,Clinch,Homerville,6798,2072.567,800.222,61.566,23.771,2134.132,823.993,30.917653,-82.702614,Clinch<br>Estimated Maximum of 8 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.06,8,6
13067,419,420,GA,Cobb,Marietta,688078,879.428,339.54900000000004,12.868,4.969,892.297,344.51800000000003,33.93994,-84.574166,Cobb<br>Estimated Maximum of 113 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.039,113,4
13069,420,421,GA,Coffee,Douglas,42356,1489.495,575.097,71.362,27.553,1560.8570000000002,602.65,31.549245000000003,-82.844938,Coffee<br>Estimated Maximum of 19 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.085,19,8
13071,421,422,GA,Colquitt,Moultrie,45498,1409.351,544.153,32.338,12.486,1441.6889999999999,556.639,31.189758,-83.769741,Colquitt<br>Estimated Maximum of 16 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.10800000000000001,16,11
13073,422,423,GA,Columbia,Appling,124053,751.329,290.09,45.363,17.515,796.692,307.605,33.550556,-82.25134200000001,Columbia<br>Estimated Maximum of 36 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.061,36,6
13075,423,424,GA,Cook,Adel,17212,588.346,227.162,15.647,6.041,603.993,233.203,31.152935,-83.429552,Cook<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.098,4,10
13077,424,425,GA,Coweta,Newnan,127317,1141.905,440.892,12.755,4.925,1154.66,445.81699999999995,33.352897,-84.76213800000001,Coweta<br>Estimated Maximum of 58 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.105,58,10
13079,425,426,GA,Crawford,Knoxville,12630,841.456,324.888,4.055,1.565,845.5110000000001,326.453,32.709446,-83.979182,Crawford<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.057,1,6
13081,426,427,GA,Crisp,Cordele,23439,705.988,272.58299999999997,21.672,8.368,727.66,280.95099999999996,31.914753,-83.753338,Crisp<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.11900000000000001,5,12
13083,427,428,GA,Dade,Trenton,16633,450.60900000000004,173.981,0.463,0.179,451.07300000000004,174.16,34.852424,-85.506201,Dade<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.128,2,13
13085,428,429,GA,Dawson,Dawsonville,22330,546.0459999999999,210.83,9.269,3.579,555.315,214.40900000000002,34.442842,-84.173284,Dawson<br>Estimated Maximum of 22 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.049,22,5
13087,429,430,GA,Decatur,Bainbridge,27842,1546.585,597.14,67.413,26.028,1613.997,623.168,30.877961,-84.577744,Decatur<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.09300000000000001,12,9
13089,430,431,GA,DeKalb,Decatur,691893,693.034,267.582,9.220,3.560,702.2539999999999,271.142,33.770661,-84.226343,DeKalb<br>Estimated Maximum of 108 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.036000000000000004,108,4
13091,431,432,GA,Dodge,Eastman,21796,1284.349,495.89,18.709,7.224,1303.058,503.11400000000003,32.160656,-83.156818,Dodge<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 14 person does not use Mask,0.145,6,14
13093,432,433,GA,Dooly,Vienna,14918,1015.12,391.94,13.841,5.344,1028.961,397.284,32.151995,-83.807167,Dooly<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.077,2,8
13095,433,434,GA,Dougherty,Albany,94565,851.299,328.689,15.395,5.944,866.694,334.63300000000004,31.535068,-84.214444,Dougherty<br>Estimated Maximum of 16 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.033,16,3
13097,434,435,GA,Douglas,Douglasville,132403,518.1709999999999,200.067,2.484,0.959,520.655,201.02599999999998,33.699317,-84.76594399999999,Douglas<br>Estimated Maximum of 22 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.083,22,8
13099,435,436,GA,Early,Blakely,11008,1327.612,512.594,9.717,3.752,1337.329,516.346,31.324191,-84.906723,Early<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.045,2,4
13101,436,437,GA,Echols,Statenville,4034,1074.572,414.894,15.087,5.825,1089.6589999999999,420.719,30.7085,-82.83613199999999,Echols<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.09699999999999999,1,10
13103,437,438,GA,Effingham,Springfield,52250,1237.236,477.7,13.548,5.231,1250.7839999999999,482.931,32.361711,-81.343337,Effingham<br>Estimated Maximum of 23 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.044000000000000004,23,4
13105,438,439,GA,Elbert,Elberton,20166,909.2289999999999,351.055,59.987,23.161,969.216,374.216,34.115017,-82.842057,Elbert<br>Estimated Maximum of 8 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.132,8,13
13107,439,440,GA,Emanuel,Swainsboro,22598,1762.756,680.6039999999999,24.807,9.578,1787.5620000000001,690.182,32.5911,-82.299763,Emanuel<br>Estimated Maximum of 25 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.062,25,6
13109,440,441,GA,Evans,Claxton,11000,473.586,182.85299999999998,10.404,4.017,483.99,186.87,32.151902,-81.887618,Evans<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.03,2,3
13111,441,442,GA,Fannin,Blue Ridge,23682,1001.6080000000001,386.723,13.564,5.237,1015.172,391.96,34.863837,-84.319287,Fannin<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.075,5,8
13113,442,443,GA,Fayette,Fayetteville,106567,503.344,194.342,12.897,4.979,516.241,199.321,33.412717,-84.493941,Fayette<br>Estimated Maximum of 56 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.06,56,6
13115,443,444,GA,Floyd,Rome,96317,1320.662,509.911,22.156,8.555,1342.818,518.466,34.263677,-85.21373,Floyd<br>Estimated Maximum of 26 People can get Infected 29th August<br><br>Every 100 People 19 person does not use Mask,0.18600000000000003,26,19
13117,444,445,GA,Forsyth,Cumming,175511,580.211,224.021,59.947,23.145,640.1569999999999,247.166,34.225143,-84.127336,Forsyth<br>Estimated Maximum of 48 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.035,48,4
13119,445,446,GA,Franklin,Carnesville,22084,677.273,261.497,12.832,4.955,690.105,266.452,34.375155,-83.22729100000001,Franklin<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 17 person does not use Mask,0.168,4,17
13121,446,447,GA,Fulton,Atlanta,920581,1363.977,526.635,19.917,7.690,1383.895,534.325,33.790034000000006,-84.468182,Fulton<br>Estimated Maximum of 250 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.026000000000000002,250,3
13123,447,448,GA,Gilmer,Ellijay,28292,1104.734,426.54,12.190,4.706,1116.923,431.246,34.690540999999996,-84.45398399999999,Gilmer<br>Estimated Maximum of 16 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.128,16,13
13125,448,449,GA,Glascock,Gibson,3082,372.284,143.74,1.848,0.713,374.13199999999995,144.453,33.227491,-82.606913,Glascock<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 16 person does not use Mask,0.156,1,16
13127,449,450,GA,Glynn,Brunswick,79626,1087.155,419.75300000000004,428.630,165.495,1515.785,585.248,31.212746999999997,-81.496517,Glynn<br>Estimated Maximum of 34 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.048,34,5
13129,450,451,GA,Gordon,Calhoun,55186,921.539,355.80800000000005,5.788,2.235,927.327,358.043,34.509667,-84.873862,Gordon<br>Estimated Maximum of 13 People can get Infected 29th August<br><br>Every 100 People 17 person does not use Mask,0.172,13,17
13131,451,452,GA,Grady,Cairo,25011,1177.219,454.527,14.859,5.737,1192.078,460.264,30.875863,-84.244772,Grady<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.063,6,6
13133,452,453,GA,Greene,Greensboro,15994,1003.453,387.435,48.628,18.775,1052.0810000000001,406.21,33.576836,-83.167103,Greene<br>Estimated Maximum of 17 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.062,17,6
13135,453,454,GA,Gwinnett,Lawrenceville,805321,1114.687,430.38300000000004,16.556,6.392,1131.243,436.775,33.959101000000004,-84.022938,Gwinnett<br>Estimated Maximum of 192 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.036000000000000004,192,4
13137,454,455,GA,Habersham,Clarkesville,43041,716.752,276.74,5.920,2.286,722.672,279.026,34.635108,-83.52640600000001,Habersham<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.063,10,6
13139,455,456,GA,Hall,Gainesville,179684,1017.3,392.782,94.568,36.513,1111.868,429.295,34.317588,-83.818497,Hall<br>Estimated Maximum of 132 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.061,132,6
13141,456,457,GA,Hancock,Sparta,9429,1222.0610000000001,471.841,17.715,6.840,1239.776,478.681,33.269220000000004,-83.000465,Hancock<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.043,2,4
13143,457,458,GA,Haralson,Buchanan,28780,730.804,282.165,2.616,1.010,733.42,283.175,33.795165000000004,-85.220062,Haralson<br>Estimated Maximum of 14 People can get Infected 29th August<br><br>Every 100 People 18 person does not use Mask,0.184,14,18
13145,458,459,GA,Harris,Hamilton,32024,1201.414,463.869,23.536,9.087,1224.95,472.95599999999996,32.731549,-84.912432,Harris<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.09300000000000001,4,9
13147,459,460,GA,Hart,Hartwell,25213,601.8969999999999,232.394,63.595,24.554,665.492,256.948,34.348733,-82.96329,Hart<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.092,12,9
13149,460,461,GA,Heard,Franklin,11834,766.715,296.03,13.116,5.064,779.831,301.094,33.290968,-85.13959399999999,Heard<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.126,4,13
13151,461,462,GA,Henry,McDonough,203922,834.305,322.127,11.448,4.420,845.752,326.547,33.452881,-84.15444000000001,Henry<br>Estimated Maximum of 30 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.10300000000000001,30,10
13153,462,463,GA,Houston,Perry,139900,972.6460000000001,375.541,11.345,4.380,983.9910000000001,379.921,32.458381,-83.662856,Houston<br>Estimated Maximum of 16 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.032,16,3
13155,463,464,GA,Irwin,Ocilla,9538,917.7439999999999,354.343,21.808,8.420,939.551,362.76300000000003,31.604306,-83.27703699999999,Irwin<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.098,1,10
13157,464,465,GA,Jackson,Jefferson,60485,879.7230000000001,339.663,8.900,3.436,888.623,343.099,34.134157,-83.56513299999999,Jackson<br>Estimated Maximum of 25 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.125,25,12
13159,465,466,GA,Jasper,Monticello,13900,953.543,368.165,13.726,5.300,967.2689999999999,373.465,33.314904999999996,-83.687892,Jasper<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.08199999999999999,1,8
13161,466,467,GA,Jeff Davis,Hazlehurst,15068,856.613,330.74,12.064,4.658,868.677,335.398,31.811615000000003,-82.636825,Jeff Davis<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.124,7,12
13163,467,468,GA,Jefferson,Louisville,16930,1363.589,526.485,8.242,3.182,1371.8310000000001,529.6669999999999,33.051874,-82.41905,Jefferson<br>Estimated Maximum of 14 People can get Infected 29th August<br><br>Every 100 People 25 person does not use Mask,0.251,14,25
13165,468,469,GA,Jenkins,Millen,8340,899.449,347.279,13.452,5.194,912.9010000000001,352.473,32.794563000000004,-81.971524,Jenkins<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.114,10,11
13167,469,470,GA,Johnson,Wrightsville,9980,784.793,303.01,9.279,3.582,794.072,306.592,32.689831,-82.661354,Johnson<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.11900000000000001,6,12
13169,470,471,GA,Jones,Gray,28669,1020.2819999999999,393.93300000000005,3.843,1.484,1024.124,395.417,33.020226,-83.562339,Jones<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.049,12,5
13171,471,472,GA,Lamar,Barnesville,18317,475.26300000000003,183.5,6.046,2.334,481.309,185.834,33.074459999999995,-84.146721,Lamar<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.07,1,7
13173,472,473,GA,Lanier,Lakeland,10078,479.824,185.261,37.625,14.527,517.45,199.78799999999998,31.038196999999997,-83.063164,Lanier<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.102,0,10
13175,473,474,GA,Laurens,Dublin,48434,2090.886,807.296,28.942,11.175,2119.828,818.471,32.39322,-82.926317,Laurens<br>Estimated Maximum of 35 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.122,35,12
13177,474,475,GA,Lee,Leesburg,28298,921.4760000000001,355.784,15.408,5.949,936.8839999999999,361.733,31.818419,-84.146681,Lee<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.035,12,4
13179,475,476,GA,Liberty,Hinesville,63453,1268.579,489.801,291.960,112.726,1560.539,602.5269999999999,31.807245,-81.45796899999999,Liberty<br>Estimated Maximum of 17 People can get Infected 29th August<br><br>Every 100 People 1 person does not use Mask,0.006999999999999999,17,1
13181,476,477,GA,Lincoln,Lincolnton,7996,544.881,210.38,121.517,46.918,666.398,257.298,33.792151000000004,-82.448299,Lincoln<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.073,1,7
13183,477,478,GA,Long,Ludowici,14464,1036.755,400.293,9.116,3.520,1045.872,403.81300000000005,31.749563000000002,-81.74287,Long<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 1 person does not use Mask,0.013999999999999999,2,1
13185,478,479,GA,Lowndes,Valdosta,109233,1284.806,496.066,37.579,14.509,1322.384,510.575,30.833679999999998,-83.268967,Lowndes<br>Estimated Maximum of 14 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.10800000000000001,14,11
13187,479,480,GA,Lumpkin,Dahlonega,29966,732.793,282.933,3.273,1.264,736.066,284.197,34.568149,-83.998828,Lumpkin<br>Estimated Maximum of 24 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.035,24,4
13189,480,481,GA,McDuffie,Thomson,21875,666.82,257.461,23.121,8.927,689.941,266.388,33.482464,-82.47318800000001,McDuffie<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.07200000000000001,2,7
13191,481,482,GA,McIntosh,Darien,14333,1098.9289999999999,424.29900000000004,387.448,149.594,1486.3770000000002,573.893,31.482978000000003,-81.370199,McIntosh<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.034,6,3
13193,482,483,GA,Macon,Oglethorpe,14740,1037.654,400.64099999999996,13.859,5.351,1051.513,405.99199999999996,32.366215999999994,-84.052162,Macon<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.078,0,8
13195,483,484,GA,Madison,Danielsville,28120,731.182,282.311,8.487,3.277,739.669,285.58799999999997,34.128485999999995,-83.203637,Madison<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 16 person does not use Mask,0.165,10,16
13197,484,485,GA,Marion,Buena Vista,8742,947.944,366.00300000000004,3.825,1.477,951.77,367.48,32.359538,-84.529561,Marion<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.084,1,8
13199,485,486,GA,Meriwether,Greenville,21992,1298.162,501.223,10.834,4.183,1308.996,505.406,33.03022,-84.663279,Meriwether<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.109,2,11
13201,486,487,GA,Miller,Colquitt,6125,731.467,282.421,3.216,1.242,734.683,283.663,31.162908,-84.730386,Miller<br>Estimated Maximum of 8 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.064,8,6
13205,487,488,GA,Mitchell,Camilla,23498,1326.293,512.085,4.504,1.739,1330.797,513.8240000000001,31.22894,-84.19240699999999,Mitchell<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.044000000000000004,6,4
13207,488,489,GA,Monroe,Forsyth,26424,1024.751,395.658,5.575,2.153,1030.326,397.811,33.017435,-83.922938,Monroe<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.07200000000000001,2,7
13209,489,490,GA,Montgomery,Mount Vernon,9123,620.363,239.523,13.389,5.169,633.752,244.692,32.172108,-82.533349,Montgomery<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.114,6,11
13211,490,491,GA,Morgan,Madison,17868,899.6310000000001,347.349,18.832,7.271,918.4630000000001,354.62,33.593732,-83.492324,Morgan<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.061,5,6
13213,491,492,GA,Murray,Chatsworth,39628,892.164,344.466,5.688,2.196,897.852,346.662,34.797096999999994,-84.73799,Murray<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 19 person does not use Mask,0.193,5,19
13215,492,493,GA,Muscogee,Columbus,189885,560.435,216.385,11.969,4.621,572.404,221.00599999999997,32.510197,-84.874946,Muscogee<br>Estimated Maximum of 22 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.063,22,6
13217,493,494,GA,Newton,Covington,99958,704.895,272.161,18.225,7.037,723.1189999999999,279.198,33.544046,-83.855189,Newton<br>Estimated Maximum of 22 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.094,22,9
13219,494,495,GA,Oconee,Watkinsville,32808,477.30800000000005,184.29,5.393,2.082,482.70099999999996,186.372,33.834125,-83.437728,Oconee<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.049,7,5
13221,495,496,GA,Oglethorpe,Lexington,14899,1137.035,439.01199999999994,7.839,3.027,1144.874,442.039,33.866806,-83.074081,Oglethorpe<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055999999999999994,5,6
13223,496,497,GA,Paulding,Dallas,142324,808.643,312.219,5.498,2.123,814.1410000000001,314.342,33.920903,-84.866979,Paulding<br>Estimated Maximum of 36 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.09699999999999999,36,10
